movie_id,content_type,title,director,cast,country,genres,content_rating,original_release_date,streaming_release_date,runtime,production_company,audience_status,audience_rating,audience_count,description
m/happy_endings,TV Show,Happy Endings,Unknown,"Eliza Coupe, Elisha Cuthbert, Zachary Knighton, Adam Pally, Damon Wayans Jr., Casey Wilson",United States,TV Comedies,R,2005-07-15,2016-04-19,132.0,Lions Gate,Upright,63.0,9116.0,"fiancée, alex, dump altar, dave find nursing broken heart battling custody quirky friends."
m/i_am_sam,Movie,I Am Sam,Jessie Nelson,"Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest, Loretta Devine, Richard Schiff, Laura Dern, Brad Silverman, Joseph Rosenberg, Stanley DeSantis, Doug Hutchison",United States,Dramas,PG-13,2001-12-28,2011-05-18,132.0,New Line Cinema,Upright,87.0,301021.0,"legal system declares unfit parent, father intellectual disability fight regain custody young daughter."
m/love_jones,Movie,Love Jones,Theodore Witcher,"Larenz Tate, Nia Long, Isaiah Washington, Lisa Nicole Carson, Bill Bellamy, Leonard Roberts, Bernadette L. Clarke, Khalil Kain",United States,"Comedies, Dramas, Independent Movies",R,1997-03-14,2016-06-28,108.0,New Line Home Entertainment,Upright,97.0,25712.0,poet photographer take chance romance find ambition baggage could keep taking relationship further.
m/million_dollar_baby,Movie,Million Dollar Baby,Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Anthony Mackie, Jay Baruchel, Mike Colter, Lucia Rijker, Brían F. O'Byrne, Margo Martindale, Riki Lindhome",United States,"Dramas, Sports Movies",PG-13,2004-12-15,2016-01-14,132.0,Warner Bros. Pictures,Upright,90.0,405053.0,"cantankerous trainer mentor persistent amateur boxer determined go pro, deep-seated emotion become strongest opponents."
m/1198524-ninja_assassin,Movie,Ninja Assassin,James McTeigue,"Rain, Naomie Harris, Ben Miles, Rick Yune, Shô Kosugi, Sung Kang, Richard van Weyden, Thorston Manderlay, Wladimir Tarasjanz, Eleonore Weisgerber","Germany, United States, France",Action & Adventure,R,2009-11-25,2011-09-01,99.0,Warner Bros. Pictures/Dark Castle Ent.,Spilled,54.0,189795.0,former assassin must protect europol agent ruthless band assassin wish exist secrecy.
m/streets_of_fire,Movie,Streets of Fire,Walter Hill,"Michael Paré, Diane Lane, Rick Moranis, Amy Madigan, Willem Dafoe, Deborah Van Valkenburgh, Richard Lawson, Rick Rossovich, Bill Paxton, Lee Ving",United States,"Action & Adventure, Classic Movies, Cult Movies",PG,1984-06-01,2015-09-11,98.0,MCA Universal Home Video,Upright,70.0,8615.0,"tough ex-soldier tom cody spring action depraved motorcycle gang kidnaps former girlfriend, ellen, who's famous singer."
m/swordfish,Movie,Swordfish,Dominic Sena,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes",United States,Action & Adventure,R,2001-06-08,2010-05-04,99.0,Warner Bros. Pictures,Spilled,59.0,244611.0,"gifted hacker criminal past recruited group shadowy, seductive figure elaborate scheme nothing quite seems."
m/the_girl_king,Movie,The Girl King,Mika Kaurismäki,"Malin Buska, Sarah Gadon, Michael Nyqvist, Lucas Bryant, Laura Birn, Hippolyte Girardot, Peter Lohmeyer, François Arnaud, Patrick Bachau, Ville Virtanen, Martina Gedeck",Unknown,"Dramas, International Movies, LGBTQ Movies",NR,2015-12-04,2016-12-16,106.0,Wolfe Releasing,Spilled,45.0,199.0,"sweden's forward-thinking queen kristina resists country's conservative ideals, grow restrictive fall woman."
m/interpreter,Movie,The Interpreter,Sydney Pollack,"Nicole Kidman, Sean Penn, Catherine Keener, Jesper Christensen, Yvan Attal, Earl Cameron, George Harris, Michael Wright, Clyde Kusatsu, Eric Keenleyside, Hugo Speer","United Kingdom, France, Germany, United States",Thrillers,PG-13,2005-04-22,2014-02-12,123.0,Universal Pictures,Spilled,54.0,79262.0,silvia broome translator united nations. job turn perilous overhears plot assassinate government official.
m/the_meddler_2016,Movie,The Meddler,Lorene Scafaria,"Susan Sarandon, Rose Byrne, J.K. Simmons, Cecily Strong, Jerrod Carmichael, Michael McKean, Jason Ritter, Billy Magnussen, Lucy Punch, Sarah Baker",United States,"Comedies, Dramas, Independent Movies",PG-13,2016-04-22,2016-09-07,100.0,Anonymous Content,Spilled,56.0,9246.0,"still-grieving widow marnie move los angeles close daughter lori, soon discovers new outlet maternal romantic needs."
m/mirror_has_two_faces,Movie,The Mirror Has Two Faces,Barbra Streisand,"Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal, Mimi Rogers, Pierce Brosnan, Brenda Vaccaro, Austin Pendleton, Elle Macpherson, Ali Marsh, Leslie Stefanson, Taina Elg, Lucy Avery Brooke, Amber Smith",United States,"Comedies, Dramas, Romantic Movies",PG-13,1996-11-15,2012-04-16,126.0,Sony Pictures Home Entertainment,Upright,72.0,9510.0,"tired single, middle-aged professor rose morgan accepts colleague's proposal – colleague want platonic marriage."
m/outlaw_josey_wales,Movie,The Outlaw Josey Wales,Clint Eastwood,"Clint Eastwood, Sondra Locke, Chief Dan George, Bill McKinney, John Vernon, Paula Trueman, Sam Bottoms, Geraldine Keams, Woodrow Parfrey, Joyce Jameson",United States,"Action & Adventure, Classic Movies",PG,1976-06-30,2011-06-01,135.0,Warner Home Video,Upright,92.0,46791.0,"gritty oscar-nominated western, ex-confederate soldier run come rest quiet community, fall pretty settler."
m/the_wedding_guest,Movie,The Wedding Guest,Michael Winterbottom,"Dev Patel, Radhika Apte, Jim Sarbh",United Kingdom,"Dramas, Romantic Movies, Thrillers",R,2019-03-01,2019-07-25,94.0,IFC Films,Spilled,37.0,87.0,"hired extract bride-to-be arranged wedding pakistan, hired gun go run hostage plan unravels."
m/the_wind_2019,Movie,The Wind,Emma Tammi,"Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman, Miles Anderson, Dylan McTee",United States,Horror Movies,R,2019-04-05,2019-04-07,86.0,IFC Midnight,Spilled,50.0,223.0,"isolated wind-ravaged 19th-century homestead, frontierswoman begin suspect evil lurks terrifying emptiness around her."
m/then_came_you,Movie,Then Came You,Peter Hutchings,"Asa Butterfield, Maisie Williams, Nina Dobrev, Ken Jeong, Tyler Hoechlin, David Koechner, Peyton List, Tituss Burgess",United States,"Comedies, Dramas, Independent Movies",NR,2019-02-01,2019-02-01,99.0,SHOUT! STUDIOS,Upright,76.0,253.0,hypochondriac confronts fear death terminally ill teen girl enlists help complete bucket list.
m/collateral_beauty,Movie,Collateral Beauty,David Frankel,"Will Smith, Edward Norton, Kate Winslet, Michael Peña, Helen Mirren, Naomie Harris, Keira Knightley, Jacob Latimore, Ann Dowd, Liza Colón-Zayas",United States,Dramas,PG-13,2016-12-16,2017-03-14,97.0,New Line Cinema,Upright,64.0,22272.0,advertising executive wrestling grief find meaning writing letter unconventional recipient caring colleague plot ruse.
m/eden_1998,TV Show,Eden,Unknown,"Marika Kono, Kentaro Ito, Kyoko Hikami, Tarusuke Shingaki, Koichi Yamadera, Yuuki Kuwahara, Yuhko Kaida, Ruby Rose Turner, David Tennant, Rosario Dawson, JP Karliak, Neil Patrick Harris, Cassandra Lee Morris, Julie Nathanson",Unknown,"Anime Series, International TV Shows",R,1998-03-27,2014-10-06,106.0,The Match Factory,Spilled,59.0,537.0,"human girl secretly raised robot start uncover dark secret behind lush, utopian world humanity vanished."
m/eden_2012,TV Show,Eden,Unknown,"Marika Kono, Kentaro Ito, Kyoko Hikami, Tarusuke Shingaki, Koichi Yamadera, Yuuki Kuwahara, Yuhko Kaida, Ruby Rose Turner, David Tennant, Rosario Dawson, JP Karliak, Neil Patrick Harris, Cassandra Lee Morris, Julie Nathanson",Unknown,"Anime Series, International TV Shows",R,2013-03-20,2016-08-10,98.0,Phase 4 Films,Upright,68.0,3271.0,"human girl secretly raised robot start uncover dark secret behind lush, utopian world humanity vanished."
m/eden_2015,TV Show,Eden,Unknown,"Marika Kono, Kentaro Ito, Kyoko Hikami, Tarusuke Shingaki, Koichi Yamadera, Yuuki Kuwahara, Yuhko Kaida, Ruby Rose Turner, David Tennant, Rosario Dawson, JP Karliak, Neil Patrick Harris, Cassandra Lee Morris, Julie Nathanson",Unknown,"Anime Series, International TV Shows",R,2015-06-19,2016-05-27,131.0,Broad Green Pictures,Spilled,57.0,2591.0,"human girl secretly raised robot start uncover dark secret behind lush, utopian world humanity vanished."
m/gaten_ragnarok,TV Show,Ragnarok,Unknown,"David Stakston, Jonas Strand Gravli, Herman Tømmeraas, Theresa Frostad Eggesbø, Emma Bones, Henriette Steenstrup, Gísli Örn Garðarsson, Synnøve Macody Lund, Ylva Thedin Bjørkaas, Odd-Magnus Williamson","Norway, Denmark","International TV Shows, TV Action & Adventure, TV Dramas",PG-13,2014-08-15,2016-06-21,100.0,Magnolia Pictures,Spilled,43.0,769.0,"norwegian town poisoned pollution rattled melting glaciers, end time feel real. it’ll take legend battle old evil."
m/1212085-home,Movie,Home,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence",United States,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",PG-13,2009-05-01,2016-03-16,84.0,Diaphana Films,Upright,73.0,2425.0,"misfit alien oh mistakenly sends party invite entire galaxy, go run avoid trouble befriends spunky human girl tip."
m/1212440-home,Movie,Home,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence",United States,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",NR,2011-02-04,2015-08-07,90.0,FilmBuff,Upright,86.0,1887.0,"misfit alien oh mistakenly sends party invite entire galaxy, go run avoid trouble befriends spunky human girl tip."
m/home_2013,Movie,Home,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence",United States,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",NR,2013-11-22,2016-08-10,112.0,eOne,Upright,82.0,90.0,"misfit alien oh mistakenly sends party invite entire galaxy, go run avoid trouble befriends spunky human girl tip."
m/home_2015,Movie,Home,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence",United States,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",PG,2015-03-26,2015-11-24,94.0,DreamWorks Animation,Upright,64.0,56159.0,"misfit alien oh mistakenly sends party invite entire galaxy, go run avoid trouble befriends spunky human girl tip."
m/special,TV Show,Special,Unknown,"Ryan O'Connell, Jessica Hecht, Punam Patel, Marla Mindelle, Augustus Prew, Patrick Fabian",United States,TV Comedies,R,2006-01-30,2018-03-22,82.0,Magnet Releasing,Upright,63.0,29563.0,young gay man cerebral palsy branch insular existence hope finally going life wants.
m/1018044-sabotage,Movie,Sabotage,David Ayer,"Arnold Schwarzenegger, Sam Worthington, Olivia Williams, Terrence Howard, Joe Manganiello, Josh Holloway, Mireille Enos, Harold Perrineau, Martin Donovan, Max Martini, Mark Schlegel, Kevin Vance",United States,"Action & Adventure, Dramas",R,1937-01-11,2016-06-30,76.0,Scott Entertainment,Upright,69.0,5377.0,"crack team dea agent plot daring heist, making $10 million drug money. soon find target unknown killer."
m/small_town_crime,Movie,Small Town Crime,"Eshom Nelms, Ian Nelms","John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster, Clifton Collins Jr., Jeremy Ratchford, James Lafferty, Michael Vartan, Daniel Sunjata, Don Harvey, Stefanie Scott, Caity Lotz, Dale Dickey",United States,Thrillers,R,2018-01-19,2018-01-19,91.0,Saban Films,Upright,67.0,646.0,"disgraced ex-cop discovers dying woman, he's compelled track killer — act self-redemption take dark path."
m/sleight,Movie,Sleight,J.D. Dillard,"Jacob Latimore, Seychelle Gabriel, Sasheer Zamata, Storm Reid, Cameron Esposito, Dulé Hill, Michael Villar, Brandon Johnson, Donzaleigh Abernathy, Jay Walker",United States,"Dramas, Independent Movies, Sci-Fi & Fantasy",R,2017-04-28,2017-07-10,90.0,BH Tilt,Spilled,52.0,5817.0,"struggling raise little sister own, young street magician turn drug dealing, unaware ruthless supplier be."
m/layer_cake,Movie,Layer Cake,Matthew Vaughn,"Daniel Craig, Colm Meaney, Kenneth Cranham, Sienna Miller, Tom Hardy, Michael Gambon, George Harris, Jamie Foreman, Marcel Iures, Ben Whishaw, Tamer Hassan",United Kingdom,"Independent Movies, International Movies, Thrillers",R,2005-05-13,2012-04-16,105.0,Sony Classics,Upright,84.0,147973.0,"suave, steely-eyed london cocaine dealer's retirement plan hit violent snag bos asks one job."
m/mine_2017,TV Show,Mine,Unknown,"Lee Bo-young, Kim Seo-hyung, Lee Hyun-wook, Ok Ja-yeon, Cha Hak-yeon, Jeong E-suh, Park Hyuk-kwon, Park Won-sook",South Korea,"International TV Shows, TV Dramas",NR,2017-04-07,2019-06-20,107.0,Well Go USA,Spilled,45.0,1267.0,"encaged gold-clad life secret lies, two woman conglomerate family seek topple stand way finding true joy."
m/sleepless_2017,Movie,Sleepless,Baran bo Odar,"Jamie Foxx, Michelle Monaghan, Scoot McNairy, Dermot Mulroney, T.I., David Harbour, Gabrielle Union, Octavius J. Johnson, Tim Connolly, Drew Sheer",United States,Action & Adventure,R,2017-01-13,2017-04-04,95.0,Open Road Films,Spilled,37.0,9721.0,"la vega cop attempt rob drug shipment casino kingpin, heist go horribly wrong, leading kidnapping son."
m/monster,Movie,Monster,Anthony Mandler,"Kelvin Harrison Jr., Jennifer Hudson, Jeffrey Wright, Jennifer Ehle, Tim Blake Nelson, Nasir 'Nas' Jones, Rakim Mayers, Paul Ben-Victor, John David Washington, Jharrel Jerome, Dorian Missick",United States,Dramas,R,2004-01-09,2015-04-16,109.0,Newmarket Film Group,Upright,81.0,84799.0,talented teen implicated robbery-turned-murder fight innocence integrity criminal justice system that’s already judged him.
m/dead_man_down_2013,Movie,Dead Man Down,Niels Arden Oplev,"Colin Farrell, Noomi Rapace, Terrence Howard, Dominic Cooper, Isabelle Huppert, Luis Da Silva Jr., Armand Assante, F. Murray Abraham",United States,Action & Adventure,R,2013-03-08,2014-02-04,118.0,FilmDistrict,Spilled,47.0,21062.0,enforcer plotting revenge ruthless criminal work blackmailed mysterious neighbor looking exact vengeance own.
m/framing_john_delorean,Movie,Framing John DeLorean,"Don Argott, Sheena M. Joyce","Alec Baldwin, Josh Charles, Morena Baccarin, Dean Winters, Michael Rispoli, Dana Ashbrook, Jason Jones, Josh Cooke, Sean Cullen, William Hill",United States,"Documentaries, Dramas",NR,2019-06-07,2019-06-10,109.0,IFC Films,Upright,71.0,107.0,"rise auto industry fall grace, john delorean's legacy power, fast car drug come life documentary."
m/the_clovehitch_killer,Movie,The Clovehitch Killer,Duncan Skiles,"Dylan McDermott, Charlie Plummer, Samantha Mathis, Madisen Beaty, Brenna Sherman, Lance Chantiles-Wertz, Emma Jones, Jonathan Riggs",United States,"Dramas, Independent Movies, Thrillers",NR,2018-11-16,2018-11-16,110.0,IFC Midnight,Upright,68.0,809.0,teenager's picture-perfect family torn apart uncovers unnerving evidence serial killer close home.
m/due-date,Movie,Due Date,Todd Phillips,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx, Juliette Lewis, Danny McBride, RZA, Matt Walsh",United States,"Action & Adventure, Comedies",R,2010-11-05,2013-11-15,95.0,Warner Bros. Pictures,Spilled,52.0,125516.0,"day pregnant wife's due date, peter land ""no-fly"" list, forcing drive across country irritating slacker."
m/1202804-green_zone,Movie,Green Zone,Paul Greengrass,"Matt Damon, Greg Kinnear, Brendan Gleeson, Amy Ryan, Khalid Abdalla, Jason Isaacs, Said Faraj, Michael O'Neill, Igal Naor, Raad Rawi","United Kingdom, France, Spain, United States",Action & Adventure,R,2010-03-12,2016-05-23,115.0,Universal Pictures,Spilled,57.0,152574.0,"u army officer uncovers conspiracy weapon mass destruction iraq, launching crusade creates enemy within military."
m/mystic_river,Movie,Mystic River,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark","United States, Australia","Dramas, Thrillers",R,2003-10-08,2009-01-02,137.0,WB,Upright,89.0,203535.0,"haunted monstrous crime, three childhood friend boston cross path decade later connection murder investigation."
m/never_back_down,Movie,Never Back Down,Jeff Wadlow,"Sean Faris, Amber Heard, Cam Gigandet, Evan Peters, Leslie Hope, Djimon Hounsou, Wyatt Smith, Affion Crockett, Neil Brown Jr., Lauren Leech, Tilky Jones, Steven Crowley, Tom Nowicki",United States,"Action & Adventure, Dramas, Sports Movies",PG-13,2008-03-04,2015-12-20,114.0,Summit Entertainment,Spilled,34.0,609757.0,"quick-tempered teen move new town face challenge attending new high school, seek solace underground fight club."
m/stargate,Movie,Stargate,Roland Emmerich,"Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors, Alexis Cruz, Mili Avital, Leon Rippy, John Diehl, Carlos Lauchu, Djimon Hounsou","United States, France","Action & Adventure, Sci-Fi & Fantasy",PG-13,1994-10-28,2016-08-26,120.0,Artisan Home Entertainment,Upright,73.0,192588.0,egyptologist join mission unknown help military unlock mystery stone archway that's portal another universe.
m/1193230-state_of_play,Movie,State of Play,Kevin Macdonald,"Russell Crowe, Ben Affleck, Rachel McAdams, Helen Mirren, Robin Wright, Jason Bateman, Jeff Daniels, Michael Berresse, Harry Lennix","United States, United Kingdom, France","Dramas, Thrillers",PG-13,2009-04-17,2016-04-19,127.0,Universal Pictures,Upright,73.0,124329.0,veteran journalist team young reporter untangle web lie surrounding suspicious death woman tied powerful politician.
m/the_darkest_hour,Movie,The Darkest Hour,Chris Gorak,"Emile Hirsch, Olivia Thirlby, Max Minghella, Rachael Taylor, Joel Kinnaman, Veronika Vernadskaya, Dato Bakhtadze, Yuriy Kutsenko","United States, Russia","Action & Adventure, Sci-Fi & Fantasy",PG-13,2011-12-25,2014-04-01,89.0,Summit Entertainment,Spilled,25.0,29649.0,young american visit moscow city turned upside alien invasion band together local fight back.
